influencedBy,economist
Irving_Fisher,Franco_Modigliani
Irving_Fisher,Steve_Keen
Irving_Fisher,James_Tobin
Irving_Fisher,Milton_Friedman
Irving_Fisher,Robert_Shiller
Israel_Kirzner,Bruce_Caldwell
Israel_Kirzner,Jesús_Huerta_de_Soto
Jacob_Mincer,Gary_Becker
Jacques_Drèze,Roger_J-B_Wets
James_A._Field,Hazel_Kyrk
James_Duesenberry,Kenneth_Arrow
James_Heckman,Carolyn_Heinrich
James_Heckman,Werner_G._Krebs
James_Heckman,Stephen_Cameron
James_M._Poterba,Caroline_Hoxby
James_M._Poterba,David_Cutler
James_M._Poterba,Austan_Goolsbee
James_Meade,David_Vines
James_Meade,John_Rawls
James_Meade,Paul_Krugman
James_Meade,Richard_Stone
James_Meade,Jacques_Parizeau
James_Meade,Anthony_Barnes_Atkinson
James_Mirrlees,Joseph_Stiglitz
James_Mirrlees,Iván_Werning
Jean-Baptiste_Say,Frédéric_Bastiat
Jean-Baptiste_Say,Thomas_Hodgskin
Jean-Baptiste_Say,Auguste_Comte
Jean-Jacques_Laffont,Jean_Tirole
Jean_de_Sismondi,Benjamin_Constant
Jean_de_Sismondi,Charles_Dunoyer
Jean_de_Sismondi,Thomas_Robert_Malthus
Jean_de_Sismondi,Karl_Marx
Jeffrey_Sachs,Nouriel_Roubini
Arnold_Plant,Ronald_Coase
Arnold_Plant,Arthur_Lewis
Arnold_Plant,Arthur_Seldon
Arthur_Cecil_Pigou,Paul_Krugman
Arthur_Cecil_Pigou,Paul_Volcker
Arthur_Cecil_Pigou,Alan_Greenspan
Arthur_Cecil_Pigou,John_Maynard_Keynes
Arthur_Cecil_Pigou,N._Gregory_Mankiw
Arthur_Seldon,Keith_Joseph
Arthur_Seldon,Margaret_Thatcher
Joachim_Weimann,Axel_Ockenfels
Joan_Robinson,Robin_Hahnel
Joan_Robinson,Nicholas_Kaldor
Joan_Robinson,Alfred_S._Eichner
Joan_Robinson,Athanasios_Asimakopulos
Joan_Robinson,Yanis_Varoufakis
Johann_Heinrich_von_Thünen,Joseph_Schumpeter
John_Bates_Clark,Frank_Fetter
John_Bates_Clark,Frank_Knight
John_Bates_Clark,Friedrich_Hayek
John_Bates_Clark,Thorstein_Veblen
John_Burr_Williams,Harry_Markowitz
John_Luke_Gallup,David_Landes
John_Luke_Gallup,Jared_Diamond
John_Luke_Gallup,Jeffrey_Sachs
